system_time_start,LST_L5,LST_L7,LST_L8,LST_L9,year,month,day
2022-05-08,,,,,2022,5,8
2022-05-09,,,,,2022,5,9
2022-05-16,,,,,2022,5,16
2022-05-20,,,,,2022,5,20
2022-06-01,,,,15.282000000000039,2022,6,1
2022-06-06,,16.986000000000047,,,2022,6,6
2022-06-11,,16.189999999999998,,,2022,6,11
2022-06-17,,,,,2022,6,17
2022-06-25,,,,,2022,6,25
2022-06-26,,,,,2022,6,26
2022-06-28,,,,,2022,6,28
2022-07-03,,,,24.354000000000042,2022,7,3
2022-07-10,,,,,2022,7,10
2022-07-11,,,12.882000000000005,,2022,7,11
2022-07-15,,14.254999999999995,,,2022,7,15
2022-07-19,,,,28.15700000000004,2022,7,19
2022-07-27,,,,,2022,7,27
2022-07-27,,,,,2022,7,27
2022-08-01,,,,,2022,8,1
2022-08-04,,,,29.397000000000048,2022,8,4
2022-08-05,,,,,2022,8,5
2022-08-12,,,19.624000000000024,,2022,8,12
2022-08-13,,17.527000000000044,,,2022,8,13
2022-08-18,,,,,2022,8,18
2022-08-30,,15.826999999999998,,,2022,8,30
2022-09-04,,15.729000000000042,,,2022,9,4
2022-09-05,,,,,2022,9,5
2022-09-13,,,,,2022,9,13
2022-09-21,,,,,2022,9,21
2022-09-22,,,9.447000000000003,,2022,9,22
2022-09-29,,,,,2022,9,29
2022-10-03,,,,,2022,10,3
2022-10-07,,,,15.497000000000014,2022,10,7
2022-10-08,,7.980000000000018,,,2022,10,8
2022-10-20,,5.9150000000000205,,,2022,10,20
2022-10-23,,,,,2022,10,23
2022-10-25,,,,,2022,10,25
2022-10-31,,,15.649000000000001,,2022,10,31
2022-11-06,,2.469000000000051,,,2022,11,6
2022-11-08,,,,4.8629999999999995,2022,11,8
2022-11-09,,,6.270000000000039,,2022,11,9
2022-11-24,,,,,2022,11,24
2022-12-11,,,,,2022,12,11
2022-12-18,,,-12.370000000000005,,2022,12,18
2022-12-26,,,,,2022,12,26
2023-01-03,,,,,2023,1,3
2023-01-04,,,,,2023,1,4
2023-01-11,,,,,2023,1,11
2023-01-19,,,,,2023,1,19
2023-02-04,,,,,2023,2,4
2023-02-05,,,,,2023,2,5
2023-02-20,,,,,2023,2,20
2023-02-21,,,,,2023,2,21
2023-03-01,,,-1.5409999999999968,,2023,3,1
2023-03-08,,,,,2023,3,8
2023-03-09,,,,,2023,3,9
2023-03-15,,-4.0709999999999695,,,2023,3,15
2023-03-16,,,,-1.1759999999999877,2023,3,16
2023-03-17,,,4.131000000000029,,2023,3,17
2023-03-24,,,,,2023,3,24
2023-03-25,,,,,2023,3,25
2023-04-01,,-6.867999999999995,,,2023,4,1
2023-04-06,,1.5980000000000132,,,2023,4,6
2023-04-10,,,,,2023,4,10
2023-04-23,,,,,2023,4,23
2023-04-25,,,,,2023,4,25
2023-04-26,,,,,2023,4,26
2023-04-28,,,,,2023,4,28
2023-05-03,,,,,2023,5,3
2023-05-04,,,12.997000000000014,,2023,5,4
2023-05-11,,,,,2023,5,11
2023-05-19,,,,7.992999999999995,2023,5,19
2023-05-20,,8.512,,,2023,5,20
2023-05-27,,,19.996000000000038,,2023,5,27
2023-05-28,,,,22.778999999999996,2023,5,28
2023-06-04,,,,21.947000000000003,2023,6,4
2023-06-11,,14.725000000000023,,,2023,6,11
2023-06-12,,,,,2023,6,12
2023-06-13,,,,20.899,2023,6,13
2023-06-16,,11.300000000000011,,,2023,6,16
2023-06-20,,,,,2023,6,20
2023-06-28,,,,,2023,6,28
2023-06-28,,13.424000000000035,,,2023,6,28
2023-07-03,,15.182000000000016,,,2023,7,3
2023-07-06,,,,,2023,7,6
2023-07-08,,22.807000000000016,,,2023,7,8
2023-07-14,,,,,2023,7,14
2023-07-22,,,,,2023,7,22
2023-07-30,,,,,2023,7,30
2023-07-30,,,,,2023,7,30
2023-08-15,,,23.317000000000007,,2023,8,15
2023-08-16,,,,,2023,8,16
2023-08-21,,20.686000000000035,,,2023,8,21
2023-08-23,,,,24.446000000000026,2023,8,23
2023-08-26,,,,,2023,8,26
2023-08-31,,,,,2023,8,31
2023-09-08,,,,24.665999999999997,2023,9,8
2023-09-12,,14.025000000000034,,,2023,9,12
2023-09-16,,,21.325000000000045,,2023,9,16
2023-09-17,,15.697000000000003,,,2023,9,17
2023-09-24,,,,,2023,9,24
2023-10-02,,,11.271000000000015,,2023,10,2
2023-10-09,,,,,2023,10,9
2023-10-10,,,,,2023,10,10
2023-10-14,,,,,2023,10,14
2023-10-18,,,,,2023,10,18
2023-10-19,,,,,2023,10,19
2023-10-26,,,,,2023,10,26
2023-11-19,,,,,2023,11,19
2023-11-27,,,,,2023,11,27
2023-12-05,,,,,2023,12,5
2023-12-13,,,,,2023,12,13
2023-12-29,,,,,2023,12,29
2024-01-30,,,,1.68100000000004,2024,1,30
2024-02-07,,,,,2024,2,7
2024-02-15,,,,,2024,2,15
2024-02-16,,,,,2024,2,16
2024-03-02,,,,,2024,3,2
2024-03-03,,,,,2024,3,3
2024-03-10,,,,,2024,3,10
2024-03-11,,,,3.772000000000048,2024,3,11
2024-03-18,,,,,2024,3,18
2024-03-19,,,,,2024,3,19
2024-03-26,,,,,2024,3,26
2024-03-27,,,,,2024,3,27
2024-04-03,,,,,2024,4,3
2024-04-04,,,,,2024,4,4
2024-04-11,,,13.133000000000038,,2024,4,11
2024-04-12,,,,,2024,4,12
2024-04-19,,,,,2024,4,19
2024-04-27,,,6.834000000000003,,2024,4,27
2024-04-28,,,,,2024,4,28
2024-05-05,,,,,2024,5,5
2024-05-06,,,10.89100000000002,,2024,5,6
2024-05-13,,,21.773000000000025,,2024,5,13
2024-05-14,,,,,2024,5,14
2024-05-21,,,,,2024,5,21
2024-05-29,,,,,2024,5,29
2024-05-30,,,,,2024,5,30
2024-06-06,,,,15.064999999999998,2024,6,6
2024-06-14,,,,,2024,6,14
2024-06-15,,,,,2024,6,15
2024-06-22,,,,16.345000000000027,2024,6,22
2024-06-30,,,18.621000000000038,,2024,6,30
2024-07-08,,,,,2024,7,8
2024-07-24,,,,17.04200000000003,2024,7,24
2024-08-01,,,24.499000000000024,,2024,8,1
2024-08-09,,,,17.564999999999998,2024,8,9
2024-09-02,,,,,2024,9,2
2024-09-10,,,,,2024,9,10
2024-09-18,,,15.992000000000019,,2024,9,18
2024-09-26,,,,,2024,9,26
2024-10-12,,,,,2024,10,12
2024-10-20,,,,,2024,10,20
2024-10-21,,,,11.946000000000026,2024,10,21
2024-10-28,,,,12.336000000000013,2024,10,28
2024-11-05,,,,,2024,11,5
2024-11-22,,,,,2024,11,22
2024-11-29,,,,,2024,11,29
2024-11-30,,,-3.617999999999995,,2024,11,30
2024-12-07,,,,,2024,12,7
2024-12-24,,,,,2024,12,24
2024-12-31,,,,-1.8899999999999864,2024,12,31
2025-01-16,,,,,2025,1,16
2025-01-24,,,,,2025,1,24
2025-01-25,,,,,2025,1,25
2025-02-01,,,,-5.829999999999984,2025,2,1
2025-02-02,,,,,2025,2,2
2025-02-09,,,1.1520000000000437,,2025,2,9
2025-02-10,,,,,2025,2,10
2025-02-17,,,,,2025,2,17
2025-02-18,,,-8.475999999999999,,2025,2,18
2025-02-25,,,,,2025,2,25
2025-02-26,,,,,2025,2,26
2025-03-05,,,,4.947000000000003,2025,3,5
2025-03-06,,,7.174000000000035,,2025,3,6
2025-03-21,,,,6.956000000000017,2025,3,21
2025-03-22,,,,,2025,3,22
2025-03-30,,,,,2025,3,30
2025-04-06,,,,0.8490000000000464,2025,4,6
2025-04-14,,,,,2025,4,14
2025-04-15,,,,,2025,4,15
2025-04-22,,,,15.913000000000011,2025,4,22
2025-04-23,,,,,2025,4,23
2025-04-30,,,20.89100000000002,,2025,4,30
2025-05-01,,,,,2025,5,1
2025-05-08,,,,,2025,5,8
2025-05-16,,,,,2025,5,16
2025-05-17,,,,,2025,5,17
2025-05-24,,,,,2025,5,24
2025-06-01,,,,,2025,6,1
2025-06-09,,,,14.162000000000035,2025,6,9
2025-06-17,,,19.64300000000003,,2025,6,17
2025-06-25,,,,24.361000000000047,2025,6,25
2025-07-03,,,26.331000000000017,,2025,7,3
2025-07-11,,,,,2025,7,11
2025-07-19,,,,,2025,7,19
2025-07-27,,,,,2025,7,27
2025-08-12,,,,24.57800000000003,2025,8,12
2025-08-20,,,,,2025,8,20
2025-08-28,,,,23.70300000000003,2025,8,28
2025-09-13,,,,,2025,9,13
2025-09-21,,,23.62900000000002,,2025,9,21
2025-09-29,,,,,2025,9,29
2025-10-23,,,,,2025,10,23
2025-10-31,,,,,2025,10,31
2025-11-08,,,,,2025,11,8
2025-11-16,,,,,2025,11,16
2025-11-24,,,,,2025,11,24
2025-12-02,,,,,2025,12,2
2025-12-10,,,4.983000000000004,,2025,12,10
2025-12-18,,,,3.9750000000000227,2025,12,18
2025-12-19,,,,,2025,12,19
2025-12-26,,,,,2025,12,26
2025-12-27,,,,0.25600000000002865,2025,12,27
